coreid,PreparationProperties,aec:associatedTaxa,chrono:ChronometricAge,dc:rights,dcterms:accessRights,dcterms:bibliographicCitation,dcterms:language,dcterms:license,dcterms:modified,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:type,dwc:Identification,dwc:MeasurementOrFact,dwc:ResourceRelationship,dwc:VerbatimEventDate,dwc:acceptedNameUsage,dwc:acceptedNameUsageID,dwc:accessRights,dwc:associatedMedia,dwc:associatedOccurrences,dwc:associatedOrganisms,dwc:associatedReferences,dwc:associatedSequences,dwc:associatedTaxa,dwc:basisOfRecord,dwc:bed,dwc:behavior,dwc:catalogNumber,dwc:class,dwc:classs,dwc:collectionCode,dwc:collectionID,dwc:continent,dwc:coordinatePrecision,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:countryCode,dwc:county,dwc:dataGeneralizations,dwc:datasetID,dwc:datasetName,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:disposition,dwc:dynamicProperties,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,dwc:endDayOfYear,dwc:establishmentMeans,dwc:eventDate,dwc:eventID,dwc:eventRemarks,dwc:eventTime,dwc:family,dwc:fieldNotes,dwc:fieldNumber,dwc:footprintSRS,dwc:footprintSpatialFit,dwc:footprintWKT,dwc:formation,dwc:genus,dwc:geodeticDatum,dwc:geologicalContextID,dwc:georeferenceProtocol,dwc:georeferenceRemarks,dwc:georeferenceSources,dwc:georeferenceVerificationStatus,dwc:georeferencedBy,dwc:georeferencedDate,dwc:group,dwc:habitat,dwc:higherClassification,dwc:higherGeography,dwc:higherGeographyID,dwc:highestBiostratigraphicZone,dwc:identificationID,dwc:identificationQualifier,dwc:identificationReferences,dwc:identificationRemarks,dwc:identificationVerificationStatus,dwc:identifiedBy,dwc:individualCount,dwc:informationWithheld,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,dwc:island,dwc:islandGroup,dwc:kingdom,dwc:language,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lifeStage,dwc:lithostratigraphicTerms,dwc:locality,dwc:locationAccordingTo,dwc:locationID,dwc:locationRemarks,dwc:lowestBiostratigraphicZone,dwc:materialSampleID,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:modified,dwc:month,dwc:municipality,dwc:nameAccordingTo,dwc:namePublishedIn,dwc:namePublishedInID,dwc:namePublishedInYear,dwc:nomenclaturalCode,dwc:nomenclaturalStatus,dwc:occurrenceDetails,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:occurrenceStatus,dwc:order,dwc:organismID,dwc:organismName,dwc:organismQuantity,dwc:organismQuantityType,dwc:organismRemarks,dwc:originalNameUsage,dwc:originalNameUsageID,dwc:otherCatalogNumbers,dwc:ownerInstitutionCode,dwc:parentNameUsage,dwc:phylum,dwc:pointRadiusSpatialFit,dwc:preparations,dwc:previousIdentifications,dwc:recordNumber,dwc:recordedBy,dwc:reproductiveCondition,dwc:rights,dwc:rightsHolder,dwc:sampleSizeValue,dwc:samplingEffort,dwc:samplingProtocol,dwc:scientificName,dwc:scientificNameAuthorship,dwc:scientificNameID,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:subgenus,dwc:taxonID,dwc:taxonRank,dwc:taxonRemarks,dwc:taxonomicStatus,dwc:typeStatus,dwc:verbatimCoordinateSystem,dwc:verbatimCoordinates,dwc:verbatimDepth,dwc:verbatimElevation,dwc:verbatimEventDate,dwc:verbatimLatitude,dwc:verbatimLocality,dwc:verbatimLongitude,dwc:verbatimSRS,dwc:verbatimTaxonRank,dwc:vernacularName,dwc:waterBody,dwc:year,flag_encoding_error,gbif:Identifier,gbif:Reference,gbif:identifiedByID,gbif:recordedByID,idigbio:recordId,obis:ExtendedMeasurementOrFact,symbiota:recordEnteredBy,symbiota:verbatimScientificName,zan:ChronometricDate
adbda33f-5936-4625-9c85-b51fca8c5e0e,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14600861,,,,,,PreservedSpecimen,,,259309,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,,,,,,,,,,,,,,,,,Cercopithecidae,,,,,,,Macaca,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae","Asia, Philippines, Mindanao",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Mindanao,,Animalia,,,,,,,,,Zamboanga Island,,,,,,,,,,,,,,,,,,,,,http://n2t.net/ark:/65665/30f9bc96f-418a-4be7-84c5-d59238e66e7d,,,Primates,,,,,,,,,,,Chordata,,Fluid,,No Number,S. Schwartz,,,,,,,Macaca fascicularis,,,Male,fascicularis,,,,,,,,,,,,,-- -- ----,,,,,,,,,,,,,,,,,,
d45f2b3c-744c-4733-89fa-fa82493d4e35,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401315,,,,,,PreservedSpecimen,,,458086,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,19,10.47,124.75,,,,,,,,78,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,"Inopacan, 4 Km S, 1 Km E, Cathedral Cave",,,,,,,,,,50.0,,3,,,,,,,,,http://n2t.net/ark:/65665/344adb961-b54f-47a0-ac1b-86e6c2434991,,,Chiroptera,,,,,,,,,,,Chordata,,Skin; Skull; Skeleton,,LRH 3020,L. Heaney,,,,,,,Eonycteris spelaea,,,Female,spelaea,78,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,19 Mar 1987,1028--N,,12445--E,,,,,1987,,,,,,,,,,
802c2b1c-ca58-4f5f-9dca-b13336d222cd,,,,,,,,,,,,,,PhysicalObject,,,,,,,,13907610,,,,,,PreservedSpecimen,,,579849,Mammalia,,Mammals,,Asia,,,Philippines,,Second,,,NMNH Extant Biology,,9,12.743,121.824,,,,,,,,99,,,,,,Pteropodidae,,,,,,,Eonycteris,WGS84,,Google Earth,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Palawan Province, Second, Palawan, Palawan",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Palawan,,Animalia,,,,,,,,,"Quezon Municipality, Quezon Poblacion, National Museum Of The Philippines Quezon Field Station Compound [Tabon Cave Complex]",,,,,,,,,,,,4,,,,,,,,,http://n2t.net/ark:/65665/355ebb184-f0b1-4c08-b70a-b6064ea8e1bf,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,122611,C. Ross,,,,,,,Eonycteris spelaea,,,Male,spelaea,99,Palawan Province,,,,,,,,,,,9 Apr 1987,,,,,,,,1987,,,,,,,,,,
10d9deda-af58-4bae-b6a4-03482f59175b,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401357,,,,,,PreservedSpecimen,,,459058,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,27,10.75,124.783,,,,,,,,86,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,"Baybay, 7 Km N, Visca Campus",,,,,,,,,,10.0,,3,,,,,,,,,http://n2t.net/ark:/65665/3b0fa33e9-e3a9-4e59-a25b-238584ce0d75,,,Chiroptera,,,,,,,,,,,Chordata,,Skull; Remainder in Fluid,,JSHK 38,J. Klompen,,,,,,,Eonycteris spelaea,,,Female,spelaea,86,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,27 Mar 1987,10 45 00 N,,124 47 00 E,,,,,1987,,,,,,,,,,
8d144324-48e6-4ba3-be69-adb04e925169,,,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,286956,Malacostraca,,Invertebrate Zoology,,,,,Philippines,,,,,NMNH Extant Biology,,14,,,,,,,,,,14,,,,,,Penaeidae,,USFC/A5359C,,,,,Penaeus,,,,,,,,,,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Dendrobranchiata, Penaeidae","North Pacific Ocean, Sulu Sea, Philippines",,,,cf.,,,,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Guimaras Island, vicinity of Buena Vista",,5359C,,,,9.0,,,6.0,,,1,,,,,,,,,http://n2t.net/ark:/65665/3c1d98ed8-f841-4b02-ae5e-63b325c4a2b1,,,Decapoda,,,,,,,,,,,Arthropoda,,Alcohol (Ethanol),,,United States Fish Commission,,,,,,,Penaeus monodon,Fabricius,,,monodon,14,,,,,,,,,,,,,,,,,,,"North Pacific Ocean, Sulu Sea",1909,,,,,,,,,,
41182c5f-55d2-4fb3-98cf-42c8166b6acc,,,,,,,,,,,,,,PhysicalObject,,,"[{""coreid"": ""http://n2t.net/ark:/65665/33a417650-24e2-4029-858e-bfc988ddec89"", ""dwc:relatedResourceID"": ""http://n2t.net/ark:/65665/3f5091c1c-0336-4d6e-a68b-197ae309922d"", ""dwc:relationshipRemarks"": ""relatedResourceID resolves to NMNH public data and is GGBN occurrenceID"", ""dwc:relationshipAccordingTo"": ""NMNH, Smithsonian Institution"", ""dwc:relationshipOfResource"": ""Material sample""}]",,,,,13002214,,,,,,PreservedSpecimen,,,443228,Actinopterygii,,Fishes,,,,150000,Philippines,,,,,NMNH Extant Biology,,12,15.1293,119.708,,,,,,,,194,,,,,,Carangidae,,PHISH-2016-40,,,,,Trachinotus,WGS 1984 (WGS 84),,Google Earth,,,,,,,,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Carangidae","Pacific, Philippines, Zambales, Philippine Archipelago, Luzon",,,,,,,,"Williams, Jeffrey T.",1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Luzon,,Animalia,,,,,,,,,"Philippines, Luzon, Zambales, Iba City Market. Vendors claim catch originated from South China Sea.",,,,,,,,,,,,7,,,,,,,,,http://n2t.net/ark:/65665/33a417650-24e2-4029-858e-bfc988ddec89,,,Perciformes,,,,,,,,,,,Chordata,,Photograph,,PHISH-388,"Local Fishermen, J. Williams, K. Carpenter, N. Flores & P. Dicdiquin",,,,,,,Trachinotus blochii,,,,blochii,194,Zambales,,,,,,,,,,,,15.129259,,119.708113,,,,Pacific,2016,,,,,,,,,,
d6d32fb3-d593-45e1-8cb2-1698d6a8e049,,,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,139515,Actinopterygii,,Fishes,,,,,Philippines,,,,,NMNH Extant Biology,,23,,,,,,,,,,82,,,,,,Carangidae,,,,,,,Trachinotus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Carangidae","Pacific, Philippines, Bohol, Philippine Archipelago, Central Visayas, Pandanon Island",,,,,,,,"Berry, Frederick H.",4,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Pandanon Island,Central Visayas,Animalia,,,,,,,,,Pandanon Island; Between Cebu and Bohol,,,,,,2.0,,,2.0,,,3,,,,,,,,,http://n2t.net/ark:/65665/3837bc59d-f49e-4989-bb6f-c8210d29929b,Only four of the original seven specimens were found inside the jar. The Ledger book notes that three of the original specimens were re-catalogued as USNM 202130. The Ledger book notes that these specimens are young.,,Perciformes,,,,,,,,,,,Chordata,,,,,,,,,,,,Trachinotus blochii,,,,blochii,82,Bohol,,,,,,,,,,,1909 Mar 23 - 0000 00 00; 14:30 - 20:00,,,,,,,Pacific,1909,,,,,,,,,,
ada4042b-a7a4-4985-b565-fcba56f2ffb1,,,,,,,,,,,,,,PhysicalObject,,,"[{""coreid"": ""http://n2t.net/ark:/65665/3a2a983b7-3b49-422c-8ea7-d6a469fcf79c"", ""dwc:relatedResourceID"": ""http://n2t.net/ark:/65665/3009852ed-40fe-4e3a-9b8e-57ed2580cdfc"", ""dwc:relationshipRemarks"": ""relatedResourceID resolves to NMNH public data and is GGBN occurrenceID"", ""dwc:relationshipAccordingTo"": ""NMNH, Smithsonian Institution"", ""dwc:relationshipOfResource"": ""Material sample""}, {""coreid"": ""http://n2t.net/ark:/65665/3a2a983b7-3b49-422c-8ea7-d6a469fcf79c"", ""dwc:relatedResourceID"": ""http://n2t.net/ark:/65665/351c2e010-ad72-469a-a7e1-fd68c5f4dd66"", ""dwc:relationshipRemarks"": ""relatedResourceID resolves to NMNH public data and is GGBN occurrenceID"", ""dwc:relationshipAccordingTo"": ""NMNH, Smithsonian Institution"", ""dwc:relationshipOfResource"": ""Material sample""}]",,,,,10030853; 10334465; 10334464,,,,,,PreservedSpecimen,,,403185,Actinopterygii,,Fishes,,,,,Philippines,,,,,NMNH Extant Biology,,23,14.5758,120.969,,,,,,,,143,,,,,,Carangidae,,PI-2011-03,,,,,Trachinotus,,,On-line Gazetteer,,,,,,,,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Carangidae","Pacific, Philippines",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Philippines, Metro Manila, Cubao, farmer's market",,,,,,,,,,,,5,,,,,,,,,http://n2t.net/ark:/65665/3a2a983b7-3b49-422c-8ea7-d6a469fcf79c,SL = 200 mm,,Perciformes,,,,,,,,,,,Chordata,,Photograph,,PI-0185,J. Williams & K. Carpenter,,,,,,,Trachinotus blochii,,,,blochii,143,,,,,,,,,,,,,14 34 33 N,,120 58 9 E,,,,Pacific,2011,,,,,,,,,,
9132f3b5-9ffc-42f4-8565-b914560722af,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401357,,,,,,PreservedSpecimen,,,459056,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,4,10.4667,124.75,,,,,,,,63,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,Young,,"Inopacan, 4 Km S, Cathedral Cave",,,,,,,,,,50.0,,3,,,,,,,,,http://n2t.net/ark:/65665/3cc6b24b1-cd6d-45ce-a917-77246be0dd76,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,EAR 1311,E. Rickart,,,,,,,Eonycteris spelaea,,,Male,spelaea,63,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,4 Mar 1987,10 28 00 N,,124 45 00 E,,,,,1987,,,,,,,,,,
c5c322b8-ff18-445f-a7aa-d474c13d4686,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401357,,,,,,PreservedSpecimen,,,459053,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,18,9.7167,124.117,,,,,,,,169,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Bohol Province, Bohol Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Bohol Island,,Animalia,,,,,,,,,"Bilar, 1 Km S, 1 Km E",,,,,,,,,,320.0,,6,,,,,,,,,http://n2t.net/ark:/65665/378491bb4-0aa1-49cd-9629-1c8f1fed851e,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,LRH 3705,L. Heaney,,,,,,,Eonycteris spelaea,,,Female,spelaea,169,Bohol Province,,,,,,,Degrees Minutes Seconds,,,,18 Jun 1987,09 43 00 N,,124 07 00 E,,,,,1987,,,,,,,,,,
dcb929d4-1ecb-475b-b258-ba50a9db5d08,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14677397,,,,,,PreservedSpecimen,,,151602,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,,,,,,,,,,,,,,,,,Bovidae,,,,,,,Bubalus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Artiodactyla, Bovidae, Bovinae","Asia, Philippines, Luzon",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Luzon,,Animalia,,,,,,,,,N Luzon,,,,,,,,,,,,,,,,,,,,,http://n2t.net/ark:/65665/3dea7570f-80d7-4f5b-89f3-be0e808f8bc5,,,Artiodactyla,,,,,,,,,,,Chordata,,Skin; Skull,,No Number,G. Chase & E. Babbitt,,,,,,,Bubalus bubalis,,,Unknown,bubalis,,,,,,,,,,,,,-- -- 1907,,,,,,,,1907,,,,,,,,,,
93bcfd08-a498-4a87-8777-5cc95ac71617,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401315,,,,,,PreservedSpecimen,,,458088,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,4,10.47,124.75,,,,,,,,63,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,"Inopacan, 4 Km S, 1 Km E",,,,,,,,,,50.0,,3,,,,,,,,,http://n2t.net/ark:/65665/31be64150-b547-4eb4-8257-205e2a849d94,,,Chiroptera,,,,,,,,,,,Chordata,,Skin; Skull; Skeleton,,EAR 1303,E. Rickart,,,,,,,Eonycteris spelaea,,,Female,spelaea,63,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,4 Mar 1987,10 28 -- N,,124 45 -- E,,,,,1987,,,,,,,,,,
f7d3f2c8-92b9-49cb-a123-5255de8fb939,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401342,,,,,,PreservedSpecimen,,,458730,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,22,,,,,,,,,,112,,,,,,Cercopithecidae,,,,,,,Macaca,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae","Asia, Philippines, Leyte Province, Maripipi Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Maripipi Island,,Animalia,,,,,,,,,Maripipi,,,,,,,,,,,,4,,,,,,,,,http://n2t.net/ark:/65665/38ddf8038-b971-42f6-a70b-fce89dd59c0a,,,Primates,,,,,,,,,,,Chordata,,Partial Skull,,PDH 3437,P. Heideman,,,,,,,Macaca fascicularis,,,Unknown,fascicularis,112,Leyte Province,,,,,,,,,,,22 Apr 1987,,,,,,,,1987,,,,,,,,,,
4db46ac7-0167-4bf3-bc52-4d38ef45b02e,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401357,,,,,,PreservedSpecimen,,,459054,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,21,9.7167,124.117,,,,,,,,172,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Bohol Province, Bohol Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Bohol Island,,Animalia,,,,,,,,,"Bilar, 1 Km S, 1 Km E",,,,,,,,,,320.0,,6,,,,,,,,,http://n2t.net/ark:/65665/300835751-3e35-411d-9f74-7f3141316f3a,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,LRH 3778,L. Heaney,,,,,,,Eonycteris spelaea,,,Male,spelaea,172,Bohol Province,,,,,,,Degrees Minutes Seconds,,,,21 Jun 1987,09 43 00 N,,124 07 00 E,,,,,1987,,,,,,,,,,
f45198b9-d78b-4d84-a7b5-73212070a65d,,,,,,,,,,,,,,PhysicalObject,,,,,,,,13940761,,,,https://www.ncbi.nlm.nih.gov/gquery?term=MF893912.1,,PreservedSpecimen,,,573504,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,9,,,,,,,,,,69,,,,,,Cercopithecidae,,,,,,,Macaca,,,,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae","Asia, Philippines, Camarines Sur Province, Luzon",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Luzon,,Animalia,,,,,,,,,Mt. Isarog,,,,,,,,,,400.0,,3,,,,,,,,,http://n2t.net/ark:/65665/30dfd558b-b6ed-4a41-a6e6-aa25b8ba183f,"Item was destructively sampled for scientific study. Tissue and/or parts were sent to Robert Martin, Field Museum of Natural History, on 2 Jun 2015. For reference, see Transaction No. 2073293",,Primates,,,,,,,,,,,Chordata,,Skull; Skeleton,,LRH 4044,L. Heaney,,,,,,,Macaca fascicularis,,,Male,fascicularis,69,Camarines Sur Province,,,,,,,,,,,9 Mar 1988,,,,,,,,1988,,,,,,,,,,
fc5b4a21-62af-4b6a-b3e8-4db940570faf,,,,,,,,,,,,,,PhysicalObject,,,,,,,,5002650,,,,,,PreservedSpecimen,,,379065,Actinopterygii,,Fishes,,,,,Philippines,,,,,NMNH Extant Biology,,1,12.1936,121.016,,,,,,,,153,,,,,,Carangidae,,MIN 00-55,,,,,Trachinotus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Carangidae","Pacific, Philippines, Mindoro",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Mindoro,,Animalia,,,,,,,,,"Philippines, southwest coast of Ambulong Island on sand beach to seagrass bed. Rotenone, spear.",,,,,,2.0,,,0.0,,,6,,,,,,,,,http://n2t.net/ark:/65665/3ab71b617-3423-41d6-a099-d7be811a49a1,Photo by JTW.,,Perciformes,,,,,,,,,,,Chordata,,Photograph,,,"M. Westneat, M. McGrouther, K. Parkinson, L. Mijares & L. Regis",,,,,,,Trachinotus blochii,,,,blochii,153,,,,,,,,Degrees Minutes Seconds,,,,2000 Jun 01 - 0000 00 00; 15:00 - 16:00,121137N,,1210059E,,,,Pacific,2000,,,,,,,,,,
b0eee684-179f-47ec-b71d-057f4f1abfcb,,,,,,,,,,,,,,PhysicalObject,,,,,,,,11456890,,,,,,PreservedSpecimen,,,321314,Actinopterygii,,Fishes,,,,,Philippines,,,,,NMNH Extant Biology,,30,20.4389,121.956,,,,,,,,150,,,,,,Carangidae,,121329,,,,,Trachinotus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Carangidae","Pacific, South China Sea, Philippines, Batanes",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Pacific/Philippine Islands/Batanes Province, Basco, Southwest of Chanaryan Close To Menez #3, South China Sea",,,,,,1.0,,,0.0,,,5,,,,,,,,,http://n2t.net/ark:/65665/3b979c162-d0b0-424b-a2a0-d023faa120d1,,,Perciformes,,,,,,,,,,,Chordata,,,,,A. Ross,,,,,,,Trachinotus blochii,,,,blochii,150,Batanes,,,,,,,Degrees Minutes Seconds,,,,1985 May 30 - 0000 00 00,202620N,,1215720E,,,,"Pacific, South China Sea",1985,,,,,,,,,,
f12115d1-b04f-4113-a9e4-78e6ad6d0a95,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14679796,,,,,,PreservedSpecimen,,,144719,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,14,,,,,,,,,,45,,,,,,Suidae,,,,,,,Sus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Artiodactyla, Suidae, Suinae","Asia, Philippines, Ilocos Norte Province, Luzon",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Luzon,,Animalia,,,,,,,,,Laoag,,,,,,,,,,9.0,,2,,,,,,,,,http://n2t.net/ark:/65665/3af8a6190-6bca-4ada-b4f9-7136abf2f69c,,,Artiodactyla,,,,,,,,,,,Chordata,,Skull,,6383,E. Mearns,,,,,,,Sus scrofa,,,Unknown,scrofa,45,Ilocos Norte Province,,,,,,,,,,,14 Feb 1907,,,,,,,,1907,,,,,,,,,,
d2989639-292b-4447-a5f2-cefc040fe004,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14596686,,,,,,PreservedSpecimen,,,268349,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,,,,,,,,,,,,,,,,,Bovidae,,,,,,,Bubalus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Artiodactyla, Bovidae, Bovinae","Asia, Philippines, Mindanao",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Mindanao,,Animalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://n2t.net/ark:/65665/38f90b9f8-b11f-42f7-be0e-a977d06a5931,,,Artiodactyla,,,,,,,,,,,Chordata,,Partial Skull,,No Number,Collector Unknown,,,,,,,Bubalus bubalis,,,Unknown,bubalis,,,,,,,,,,,,,-- -- ----,,,,,,,,,,,,,,,,,,
e39f70af-6294-49a0-9afb-20c2067e1b7e,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401341,,,,,,PreservedSpecimen,,,458725,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,,10.77,124.82,,,,,,,,120,,,,,,Cercopithecidae,,,,,,,Macaca,,,,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,Mt. Pangasugan,,,,,,,,,,,,4,,,,,,,,,http://n2t.net/ark:/65665/36742af42-53fd-4aa8-a775-88bc67bc43ac,,,Primates,,,,,,,,,,,Chordata,,Skull,,LRH 3140,L. Heaney,,,,,,,Macaca fascicularis,,,Unknown,fascicularis,120,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,-- Apr 1987,10 46 -- N,,124 49 -- E,,,,,1987,,,,,,,,,,
